T; 100000; eps ;0.45; delta; 5.0E-4;h2;1.8486481051318573;h3;2.6973062092620936;h4;3.545946518491781;eps_0;0.5457441670830923;delta;3.234211439333739E-6; DELTA; 4.967657885606662E-4
T; 100000; eps ;0.45; delta; 0.001;h2;1.8452158690940204;h3;2.69039533158887;h4;3.5355869506697224;eps_0;0.5515738211341257;delta;9.820275710717323E-6; DELTA; 9.901797242892827E-4
T; 100000; eps ;0.45; delta; 0.005;h2;1.852313894498422;h3;2.7046255754666335;h4;3.5569337135017713;eps_0;0.5394790117385577;delta;2.451413746969624E-6; DELTA; 0.004997548586253031
T; 100000; eps ;0.45; delta; 0.01;h2;1.8572012317114317;h3;2.7143821588886317;h4;3.5715605282172795;eps_0;0.5310003561752524;delta;1.0090205106605343E-5; DELTA; 0.009989909794893394
T; 100000; eps ;0.45; delta; 0.05;h2;1.878369542333833;h3;2.756424706650625;h4;3.6344633395798898;eps_0;0.4925455070224811;delta;1.7266116371112049E-4; DELTA; 0.049827338836288884
T; 500000; eps ;0.45; delta; 0.0;h2;1.8488980764122858;h3;2.6978072644198456;h4;3.5467138729887626;eps_0;0.5453040613312428;delta;-3.5461398789808716E-6; DELTA; 3.5461398789808716E-6
T; 500000; eps ;0.45; delta; 5.0E-5;h2;1.8486778224720635;h3;2.697356377694735;h4;3.5460337220836786;eps_0;0.5456923184979032;delta;1.983805435092229E-7; DELTA; 4.980161945649078E-5
T; 500000; eps ;0.45; delta; 1.0E-4;h2;1.8489642939598014;h3;2.697932751982254;h4;3.5468985971312676;eps_0;0.5452017574192969;delta;-6.449806486242041E-7; DELTA; 1.0064498064862422E-4
T; 500000; eps ;0.45; delta; 5.0E-4;h2;1.850784663689034;h3;2.701558530118111;h4;3.5523321911249677;eps_0;0.5421155558813174;delta;4.634132312580335E-6; DELTA; 4.953658676874196E-4
T; 500000; eps ;0.45; delta; 0.001;h2;1.8493410654354374;h3;2.698680919326674;h4;3.548020006329848;eps_0;0.5445669456641784;delta;8.2480396714617E-7; DELTA; 9.99175196032854E-4
T; 500000; eps ;0.45; delta; 0.005;h2;1.8507863173004027;h3;2.7015795291803144;h4;3.552363043700968;eps_0;0.5420951412925232;delta;1.1805812118031203E-6; DELTA; 0.004998819418788197
T; 500000; eps ;0.45; delta; 0.01;h2;1.8536590280818817;h3;2.707291334734242;h4;3.5609281850581715;eps_0;0.5371843001994017;delta;9.535895646997925E-6; DELTA; 0.009990464104353003
T; 500000; eps ;0.45; delta; 0.05;h2;1.8786124896618177;h3;2.756900354513917;h4;3.6351707785950613;eps_0;0.49209503751405737;delta;1.788427267280616E-4; DELTA; 0.049821157273271945
