T; 1000; eps ;0.45; delta; 0.0;h3;2.734981413335113;h4;3.5980142316356023;eps_0;0.4264500049969878;delta;0.005301877510671396; DELTA; 0.005301877510671396
T; 1000; eps ;0.45; delta; 5.0E-5;h3;2.7200725442500366;h4;3.580251072012775;eps_0;0.4330672374924225;delta;-1.6368665864335418E-4; DELTA; 2.1368665864335417E-4
T; 1000; eps ;0.45; delta; 1.0E-4;h3;2.7486182765140663;h4;3.622360392186863;eps_0;0.4118437541449529;delta;7.265524975636895E-4; DELTA; 6.265524975636894E-4
T; 1000; eps ;0.45; delta; 5.0E-4;h3;2.758783417608555;h4;3.6356447184552523;eps_0;0.40581972191616406;delta;0.00334573138564272; DELTA; 0.00284573138564272
T; 1000; eps ;0.45; delta; 0.001;h3;2.688448091129988;h4;3.5341197028168434;eps_0;0.4547741368124206;delta;-0.0014987466822318721; DELTA; 0.002498746682231872
T; 1000; eps ;0.45; delta; 0.005;h3;2.7142660218367682;h4;3.5707824475618786;eps_0;0.4381296084785711;delta;6.919529397374989E-4; DELTA; 0.004308047060262501
T; 1000; eps ;0.45; delta; 0.01;h3;2.753724086124431;h4;3.6324198448896596;eps_0;0.4052079026504684;delta;-0.0024323547583177275; DELTA; 0.012432354758317728
T; 1000; eps ;0.45; delta; 0.05;h3;2.787142807118245;h4;3.682146602963469;eps_0;0.3776479246563826;delta;-0.002205696642645488; DELTA; 0.05220569664264549
T; 10000; eps ;0.45; delta; 0.0;h3;2.7006703727406176;h4;3.550710242789038;eps_0;0.4477193094105464;delta;3.16285472507739E-4; DELTA; 3.16285472507739E-4
T; 10000; eps ;0.45; delta; 5.0E-5;h3;2.6724125117466015;h4;3.508519235143587;eps_0;0.4673524217851561;delta;9.711647423878023E-5; DELTA; 4.7116474238780225E-5
T; 10000; eps ;0.45; delta; 1.0E-4;h3;2.695628829484832;h4;3.5432916708749773;eps_0;0.45119198742660177;delta;1.5964464481031424E-4; DELTA; 5.9644644810314233E-5
T; 10000; eps ;0.45; delta; 5.0E-4;h3;2.73076076821226;h4;3.596192683893076;eps_0;0.4250842466549222;delta;-6.171067158746805E-5; DELTA; 5.61710671587468E-4
T; 10000; eps ;0.45; delta; 0.001;h3;2.677710204395268;h4;3.516659231746142;eps_0;0.4635339176546965;delta;-9.32977934735763E-5; DELTA; 0.0010932977934735764
T; 10000; eps ;0.45; delta; 0.005;h3;2.7084335433179154;h4;3.5625989186676783;eps_0;0.4418571037761402;delta;5.6635017718184425E-5; DELTA; 0.004943364982281815
T; 10000; eps ;0.45; delta; 0.01;h3;2.70901039030965;h4;3.5631989634077867;eps_0;0.4416940478360821;delta;3.491724922028543E-4; DELTA; 0.009650827507797145
T; 10000; eps ;0.45; delta; 0.05;h3;2.7438544174369937;h4;3.615461168256437;eps_0;0.41533765141242635;delta;4.032811654660356E-4; DELTA; 0.04959671883453397
T; 50000; eps ;0.45; delta; 0.0;h3;2.695668015350826;h4;3.5435250489984145;eps_0;0.45099806373421747;delta;-2.4274690764541743E-5; DELTA; 2.4274690764541743E-5
T; 50000; eps ;0.45; delta; 5.0E-5;h3;2.693960509754408;h4;3.5409112540775154;eps_0;0.4522637160853934;delta;3.092269977952959E-5; DELTA; 1.9077300220470412E-5
T; 50000; eps ;0.45; delta; 1.0E-4;h3;2.6896718640306205;h4;3.5344145303940055;eps_0;0.4553603856880646;delta;9.62937702714761E-5; DELTA; 3.7062297285239047E-6
T; 50000; eps ;0.45; delta; 5.0E-4;h3;2.703523777821026;h4;3.555296903569786;eps_0;0.44536577554345996;delta;-1.217258010958683E-5; DELTA; 5.121725801095869E-4
T; 50000; eps ;0.45; delta; 0.001;h3;2.6926123110006417;h4;3.538942322692047;eps_0;0.45317045165336545;delta;-2.4889522970607525E-5; DELTA; 0.0010248895229706075
T; 50000; eps ;0.45; delta; 0.005;h3;2.7015102986234742;h4;3.5522218511654384;eps_0;0.44687284158299606;delta;4.688379699193227E-5; DELTA; 0.004953116203008067
T; 50000; eps ;0.45; delta; 0.01;h3;2.712733135542691;h4;3.5689721742808547;eps_0;0.4387786731929463;delta;1.4266177754913533E-4; DELTA; 0.009857338222450865
T; 50000; eps ;0.45; delta; 0.05;h3;2.7513084960399565;h4;3.6268124871150227;eps_0;0.4092652500192393;delta;1.9512636454473625E-4; DELTA; 0.049804873635455264
T; 100000; eps ;0.45; delta; 0.0;h3;2.7059388221706446;h4;3.558901948924447;eps_0;0.4436310495859702;delta;6.865266993110639E-6; DELTA; 6.865266993110639E-6
T; 100000; eps ;0.45; delta; 5.0E-5;h3;2.698484672741148;h4;3.5477164714284872;eps_0;0.44901611263608304;delta;1.1215544466446678E-5; DELTA; 3.878445553355332E-5
T; 100000; eps ;0.45; delta; 1.0E-4;h3;2.705281413622831;h4;3.5578936130341527;eps_0;0.44413017138082644;delta;3.1067172737464787E-5; DELTA; 6.893282726253522E-5
T; 100000; eps ;0.45; delta; 5.0E-4;h3;2.7016848875167048;h4;3.5525608214767104;eps_0;0.44667284566803245;delta;-3.605009432283062E-5; DELTA; 5.360500943228306E-4
T; 100000; eps ;0.45; delta; 0.001;h3;2.6995198793838346;h4;3.5492740021043945;eps_0;0.4482687896746215;delta;6.213508147010756E-6; DELTA; 9.937864918529893E-4
T; 100000; eps ;0.45; delta; 0.005;h3;2.7099577084098705;h4;3.564967208744232;eps_0;0.44066217977949795;delta;-3.3967606090963755E-5; DELTA; 0.005033967606090964
T; 100000; eps ;0.45; delta; 0.01;h3;2.7037865964811347;h4;3.555666106218358;eps_0;0.44519969466798204;delta;1.4948772150331797E-5; DELTA; 0.009985051227849668
T; 100000; eps ;0.45; delta; 0.05;h3;2.756299864570438;h4;3.63430905013204;eps_0;0.4052537237165575;delta;1.866503093620034E-4; DELTA; 0.049813349690638
T; 500000; eps ;0.45; delta; 0.0;h3;2.695451606417969;h4;3.5431738736513356;eps_0;0.4511776152580675;delta;3.724523464201535E-6; DELTA; 3.724523464201535E-6
T; 500000; eps ;0.45; delta; 5.0E-5;h3;2.69720418544105;h4;3.5458099498481297;eps_0;0.44991939113500384;delta;-3.890920845124682E-6; DELTA; 5.389092084512468E-5
T; 500000; eps ;0.45; delta; 1.0E-4;h3;2.695780622968333;h4;3.543669716048788;eps_0;0.450940798577476;delta;1.2848319848951867E-6; DELTA; 9.871516801510482E-5
T; 500000; eps ;0.45; delta; 5.0E-4;h3;2.695961996284628;h4;3.5439356438680987;eps_0;0.4508172381612126;delta;7.755916865012604E-6; DELTA; 4.922440831349874E-4
