L;2;T;100;eps;0.25; delta;0.3;entropy;0.9543517368063077
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9877640214214259
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9946871765366592
L;2;T;100;eps;0.25; delta;0.3;entropy;0.994616833022161
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9523991379311286
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9640164887632914
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9499690541617969
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9943702793209738
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9695958297765357
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9542425129479988
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9932814390968095
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9700556473136812
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9866386966552532
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9598015759439618
L;2;T;100;eps;0.25; delta;0.3;entropy;0.967284660228255
L;2;T;100;eps;0.25; delta;0.3;entropy;0.994066593972166
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9926696307858804
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9067627830745283
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9884424325258907
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9934244062168351
L;2;T;100;eps;0.25; delta;0.3;entropy;0.994066593972166
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9884424325258907
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9946871765366591
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9366570480061561
L;2;T;100;eps;0.25; delta;0.3;entropy;0.986307385303616
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9929645418811242
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9877640214214259
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9890906410932133
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9843601830673354
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9729009743409269
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9923439593166311
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9969996931537879
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9576453544715151
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9593864428346032
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9940665939721661
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9907146369223393
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9895767959291948
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9931544800933301
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9729482578859764
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9303324063894705
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9555117755349652
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9966960078049802
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9748799349884465
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9836277057099887
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9898370776558989
L;2;T;100;eps;0.25; delta;0.3;entropy;0.994540468695671
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9906592930028949
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9887952852079287
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9929645418811242
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9931544800933301
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9722366892529084
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9943702793209738
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9896639846827449
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9967081618394451
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9790470985057022
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9863073853036158
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9923163333138015
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9869244472981381
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9890906410932133
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9904343239958494
L;2;T;100;eps;0.25; delta;0.3;entropy;0.980395882821019
L;2;T;100;eps;0.25; delta;0.3;entropy;0.984029175716669
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9900387104384019
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9823010860382012
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9797174717165541
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9823010860382012
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9896639846827447
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9797174717165541
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9913075015702175
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9906592930028949
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9629198010326672
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9523991379311287
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9866386966552532
L;2;T;100;eps;0.25; delta;0.3;entropy;0.984029175716669
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9815239428031329
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9787221633964039
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9717154013632713
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9766026251949806
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9462843567738505
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9901643978723444
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9923163333138015
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9911005340861578
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9955289469009969
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9674310344373294
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9635240082838323
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9759242140905159
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9931544800933301
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9797174717165541
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9900387104384019
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9869244472981381
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9878257352570223
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9680327978602763
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9342786327597918
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9954923626118014
L;2;T;100;eps;0.25; delta;0.3;entropy;0.984029175716669
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9745644368901253
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9932814390968095
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9805343512940037
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9780291183804675
L;2;T;100;eps;0.25; delta;0.3;entropy;0.9880005221335466
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9972748024252543
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9950838920378149
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.99579171292688
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9889011452535373
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9873278610095377
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.997605864116401
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9938162081251415
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9922392279958954
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9932013864057838
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9957679014080414
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9928646386740266
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9926846626383534
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9975992766392907
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9976223558770352
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9957952437179702
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9983279921677635
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9916248174169655
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9873981100892898
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9938868277503623
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9941347695193068
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9922471116390097
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9956247673778351
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9933821456048546
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9933334770584947
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9965780295911693
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9987241138272045
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9944358012143519
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.984770389306616
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9979901093663353
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9897160875326022
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9980289291513644
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9921156818458376
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9981565374635865
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9905409855932656
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9908492323608193
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9946388823131231
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.990559535921506
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.993962076321288
L;2;T;1000;eps;0.25; delta;0.3;entropy;0.9931134548968437
