L=3
№;0;eps;0.3; delta;1.0;entropy;0.999802932918782
№;1;eps;0.3; delta;1.0;entropy;0.9998367884083788
№;2;eps;0.3; delta;1.0;entropy;0.9998981103821251
№;3;eps;0.3; delta;1.0;entropy;0.9997042729755558
№;4;eps;0.3; delta;1.0;entropy;0.9998934596140691
№;5;eps;0.3; delta;1.0;entropy;0.9997420964386711
№;6;eps;0.3; delta;1.0;entropy;0.9998238621574719
№;7;eps;0.3; delta;1.0;entropy;0.9999196760578383
№;8;eps;0.3; delta;1.0;entropy;0.9999106167882061
№;9;eps;0.3; delta;1.0;entropy;0.999886586304882
№;10;eps;0.3; delta;1.0;entropy;0.9998694208450574
№;11;eps;0.3; delta;1.0;entropy;0.9994672037751071
№;12;eps;0.3; delta;1.0;entropy;0.9997125820742768
№;13;eps;0.3; delta;1.0;entropy;0.9998690852540354
№;14;eps;0.3; delta;1.0;entropy;0.9997629279482555
№;15;eps;0.3; delta;1.0;entropy;0.9998932423623659
№;16;eps;0.3; delta;1.0;entropy;0.9996918498680962
№;17;eps;0.3; delta;1.0;entropy;0.9999124038622461
№;18;eps;0.3; delta;1.0;entropy;0.9997042656863692
№;19;eps;0.3; delta;1.0;entropy;0.9998076452544936
№;20;eps;0.3; delta;1.0;entropy;0.9998545109792505
№;21;eps;0.3; delta;1.0;entropy;0.9997606346771218
№;22;eps;0.3; delta;1.0;entropy;0.9997839543921568
№;23;eps;0.3; delta;1.0;entropy;0.9997638828347309
№;24;eps;0.3; delta;1.0;entropy;0.9996950723506891
№;25;eps;0.3; delta;1.0;entropy;0.999734428465163
№;26;eps;0.3; delta;1.0;entropy;0.9997769026899223
№;27;eps;0.3; delta;1.0;entropy;0.9998517109492068
№;28;eps;0.3; delta;1.0;entropy;0.9997817806835657
№;29;eps;0.3; delta;1.0;entropy;0.9998437331857427
№;30;eps;0.3; delta;1.0;entropy;0.9995464413083908
№;31;eps;0.3; delta;1.0;entropy;0.9998313966221252
№;32;eps;0.3; delta;1.0;entropy;0.999757753527916
№;33;eps;0.3; delta;1.0;entropy;0.9997696716858323
№;34;eps;0.3; delta;1.0;entropy;0.9998743326156947
№;35;eps;0.3; delta;1.0;entropy;0.9999148765950919
№;36;eps;0.3; delta;1.0;entropy;0.9999023082666696
№;37;eps;0.3; delta;1.0;entropy;0.9997868993869027
№;38;eps;0.3; delta;1.0;entropy;0.9997226399146887
№;39;eps;0.3; delta;1.0;entropy;0.9996447023032476
№;40;eps;0.3; delta;1.0;entropy;0.9995995923594906
№;41;eps;0.3; delta;1.0;entropy;0.9998947114855486
№;42;eps;0.3; delta;1.0;entropy;0.9999453468551193
№;43;eps;0.3; delta;1.0;entropy;0.9994847788771177
№;44;eps;0.3; delta;1.0;entropy;0.9997592329052329
№;45;eps;0.3; delta;1.0;entropy;0.999885034825494
№;46;eps;0.3; delta;1.0;entropy;0.9994616066628216
№;47;eps;0.3; delta;1.0;entropy;0.9996341192124848
№;48;eps;0.3; delta;1.0;entropy;0.9997695483386934
№;49;eps;0.3; delta;1.0;entropy;0.999668018179869
№;50;eps;0.3; delta;1.0;entropy;0.9997724612499082
№;51;eps;0.3; delta;1.0;entropy;0.9997109540215252
№;52;eps;0.3; delta;1.0;entropy;0.9996829601273829
№;53;eps;0.3; delta;1.0;entropy;0.9997229899677259
№;54;eps;0.3; delta;1.0;entropy;0.9997361783369746
№;55;eps;0.3; delta;1.0;entropy;0.9997735756382676
№;56;eps;0.3; delta;1.0;entropy;0.9998416242258829
№;57;eps;0.3; delta;1.0;entropy;0.9992089622990844
№;58;eps;0.3; delta;1.0;entropy;0.9998095118647906
№;59;eps;0.3; delta;1.0;entropy;0.9999249400040299
№;60;eps;0.3; delta;1.0;entropy;0.9991568893954064
№;61;eps;0.3; delta;1.0;entropy;0.9997425137984218
№;62;eps;0.3; delta;1.0;entropy;0.999886574463453
№;63;eps;0.3; delta;1.0;entropy;0.9998621177334455
№;64;eps;0.3; delta;1.0;entropy;0.9997774021530312
№;65;eps;0.3; delta;1.0;entropy;0.9998855085897249
№;66;eps;0.3; delta;1.0;entropy;0.9997306741730482
№;67;eps;0.3; delta;1.0;entropy;0.9996880176831225
№;68;eps;0.3; delta;1.0;entropy;0.9997620691650857
№;69;eps;0.3; delta;1.0;entropy;0.9999367289516258
№;70;eps;0.3; delta;1.0;entropy;0.9996320169037333
№;71;eps;0.3; delta;1.0;entropy;0.9996631364148426
№;72;eps;0.3; delta;1.0;entropy;0.9996498726835407
№;73;eps;0.3; delta;1.0;entropy;0.9996461348454108
№;74;eps;0.3; delta;1.0;entropy;0.9997574181585768
№;75;eps;0.3; delta;1.0;entropy;0.9998918486782343
№;76;eps;0.3; delta;1.0;entropy;0.9998107921063193
№;77;eps;0.3; delta;1.0;entropy;0.999823447094367
№;78;eps;0.3; delta;1.0;entropy;0.9997845974362672
№;79;eps;0.3; delta;1.0;entropy;0.9998178989850302
№;80;eps;0.3; delta;1.0;entropy;0.9997071859334886
№;81;eps;0.3; delta;1.0;entropy;0.9999055945070304
№;82;eps;0.3; delta;1.0;entropy;0.9998476214239794
№;83;eps;0.3; delta;1.0;entropy;0.9998135125044479
№;84;eps;0.3; delta;1.0;entropy;0.9996904954268809
№;85;eps;0.3; delta;1.0;entropy;0.99981118859496
№;86;eps;0.3; delta;1.0;entropy;0.9997931419344804
№;87;eps;0.3; delta;1.0;entropy;0.9997772662105763
№;88;eps;0.3; delta;1.0;entropy;0.9997837127127037
№;89;eps;0.3; delta;1.0;entropy;0.999855233147803
