100
0.989988269;0.98800892;0
0.988010383;0.986822768;0
0.987626685;0.986743572;0
0.986858677;0.987459443;0
0.990021377;0.988441285;0
0.987340504;0.987467537;0
0.987561749;0.985619415;0
0.990687587;0.986910424;0
0.988136929;0.987965911;0
0.986058711;0.987668963;0
0.988506629;0.986079709;0
0.989927926;0.987580711;0
0.989694319;0.985567707;0
0.988184667;0.98784449;0
0.987023068;0.988018544;0
0.990767445;0.989989634;0
0.990451453;0.986352813;0
0.98662778;0.987021615;0
0.987741591;0.990609144;0
0.987748819;0.987078132;0
0.987305693;0.987795363;0
0.989087357;0.989661217;0
0.988519268;0.988891544;0
0.988505554;0.986289425;0
0.990594136;0.985939211;0
0.987847721;0.988801339;0
0.990467838;0.986759534;0
0.988448772;0.987822038;0
0.989262093;0.988514417;0
0.985933428;0.984703906;0
0.988455617;0.989665186;0
0.990190793;0.988879563;0
0.987633284;0.985300442;0
0.985517484;0.989571234;0
0.985735358;0.989050704;0
0.987763389;0.985796609;0
0.99261293;0.987888963;0
0.990892007;0.987957118;0
0.988278687;0.987601144;0
0.986434656;0.987521417;0
0.990407071;0.986793551;0
0.988716773;0.984756837;0
0.988578805;0.990260344;0
0.990808394;0.988551249;0
0.988530097;0.988421353;0
0.987609321;0.985260506;0
0.992440119;0.98914414;0
0.989080187;0.990176417;0
0.988153073;0.987099648;0
0.990684545;0.983538273;0
0.989628847;0.988199507;0
0.986689419;0.985546025;0
0.986847432;0.987658705;0
0.988837316;0.985275536;0
0.988155194;0.990592013;0
0.988953945;0.986236591;0
0.987579934;0.985278895;0
0.988391215;0.988144078;0
0.989976491;0.989374109;0
0.987473912;0.98597598;0
0.986332561;0.985574078;0
0.990219589;0.988987624;0
0.987289799;0.988558342;0
0.988170267;0.989150704;0
0.990427845;0.987019013;0
0.987584979;0.988559221;0
0.988759493;0.987334116;0
0.987927295;0.986259229;0
0.991610195;0.988888217;0
0.989380335;0.988974943;0
0.986854653;0.989018725;0
0.990149743;0.985750941;0
0.988329938;0.98747249;0
0.988705528;0.986823376;0
0.988196896;0.986178057;0
0.987942632;0.988256484;0
0.990485905;0.986860874;0
0.990462804;0.987518883;0
0.987018868;0.989151545;0
0.989192822;0.987694584;0
0.98790923;0.985543222;0
0.990210571;0.987732601;0
0.989765405;0.987412871;0
0.98994057;0.98972217;0
0.987268137;0.989570346;0
0.989043536;0.987089909;0
0.990109086;0.986343777;0
0.99068406;0.987784239;0
0.989672591;0.987936211;0
0.989565831;0.989640721;0
0.988610527;0.987947947;0
0.990197847;0.985114341;0
0.985408036;0.987782309;0
0.989317498;0.986055395;0
0.990015623;0.987674516;0
0.988742194;0.984865715;0
0.988113182;0.988781588;0
0.989300986;0.990833538;0
0.990723117;0.990314384;0
0.987850979;0.988611404;0
0.999205379;0.998744271;1
0.99931171;0.998770976;1
0.999292544;0.99885856;1
0.999228799;0.998267629;1
0.999638498;0.999041561;1
0.999455851;0.999065076;1
0.999010236;0.999361844;1
0.999361428;0.998906665;1
0.999480481;0.999183446;1
0.999769698;0.998838753;1
0.999295483;0.998798958;1
0.999646951;0.998757094;1
0.99888461;0.998846136;1
0.999411389;0.998808466;1
0.999190218;0.999119569;1
0.998242785;0.998610153;1
0.998930081;0.99803746;1
0.999181787;0.998750167;1
0.99908911;0.998348776;1
0.999376414;0.999386439;1
0.998960844;0.999463655;1
0.999065078;0.998825531;1
0.999310423;0.998839469;1
0.998857112;0.998443915;1
0.998627286;0.999304355;1
0.998863511;0.999110903;1
0.998842714;0.998830364;1
0.998770554;0.998462553;1
0.999377405;0.999284753;1
0.999195228;0.998213469;1
0.999578665;0.998994514;1
0.998275236;0.998958954;1
0.99900628;0.998924382;1
0.998949254;0.998546763;1
0.998828068;0.99875532;1
0.999113837;0.999269345;1
0.999323377;0.999044205;1
0.999211247;0.999102003;1
0.999556466;0.999233377;1
0.999126066;0.998837373;1
0.998790123;0.998711223;1
0.999096176;0.998786037;1
0.998923795;0.999075368;1
0.999059053;0.999089655;1
0.998894943;0.999180023;1
0.999267432;0.998166111;1
0.999578213;0.99849187;1
0.999122617;0.997746632;1
0.999438681;0.999310245;1
0.999163129;0.998569324;1
0.999671354;0.999122693;1
0.998333405;0.997371877;1
0.998862688;0.998921877;1
0.9992419;0.999420188;1
0.998937837;0.99927216;1
0.998390004;0.998516878;1
0.998639092;0.999745287;1
0.999086685;0.99845173;1
0.998800868;0.99935165;1
0.998829004;0.998912251;1
0.999227497;0.999081107;1
0.999433435;0.999184549;1
0.999016744;0.999529087;1
0.998955772;0.998533984;1
0.999068457;0.99875098;1
0.999229207;0.998362641;1
0.999495748;0.998978166;1
0.998625713;0.999026762;1
0.999198975;0.998755686;1
0.998125396;0.999642904;1
0.999322116;0.998741062;1
0.999208424;0.998949041;1
0.999002023;0.998310204;1
0.998693651;0.999529021;1
0.999201572;0.998701654;1
0.998916554;0.999456069;1
0.999165487;0.999111938;1
0.999028676;0.999010342;1
0.999409782;0.998968215;1
0.999454107;0.998179923;1
0.99889128;0.999597049;1
0.998618756;0.998700096;1
0.998892244;0.997714632;1
0.999562267;0.998782415;1
0.999309411;0.998663202;1
0.999582296;0.998876819;1
0.999085735;0.999005102;1
0.998749344;0.99914014;1
0.998596062;0.99846323;1
0.999023427;0.998837822;1
0.999147163;0.998286902;1
0.999418195;0.999087699;1
0.99928924;0.998542699;1
0.999142074;0.999452366;1
0.998886849;0.999055833;1
0.999524788;0.998431344;1
0.999643564;0.999353765;1
0.999777958;0.999318012;1
0.999133465;0.998333906;1
0.999445505;0.999065502;1
