eps;0.35
teta;0.5
delta;0.1
T;100000
delta
1;0.9999956346889425
2;0.9793191786964566
3;0.9723512238668351
4;0.9688638229743075
5;0.9667665424045939
6;0.9653458065085472
7;0.9643043416271935
8;0.9634734285884962
9;0.9627364162570837
10;0.961961094670634
11;0.9609764236144678
12;0.9595009350694356
13;0.9570523626052159
14;0.9525112816394701
15;0.944137683017044
16;0.9301676372881718
17;0.9095930189289282
18;0.8828517846495769
19;0.8516743176190144
20;0.8181900222264546
21;0.7843618732947526
22;0.7515529749677546
23;0.7203841191503103
24;0.6911572729458365
25;0.6639185410720516
26;0.6385949271980937
27;0.6150547055964745
28;0.5931332315580846
29;0.5727046979033269
30;0.5536280640660504
31;0.535773791450746
32;0.5190329101934374
33;0.5033066278460385
34;0.48850365568490245
35;0.47454656765404407
36;0.4613648734111546
37;0.44889516245251887
38;0.4370817520659417
39;0.42587415759280917
40;0.415226942841021
41;0.4050991044146304
42;0.39545354400470906
43;0.3862566143071353
44;0.3774777268668435
45;0.36908901219769685
46;0.36106502425189274
47;0.3533824825960375
48;0.3460200468409022
49;0.33895811866420245
50;0.3321786676127047
51;0.3256650773831433
52;0.31940200985195766
53;0.31337528448855984
54;0.3075717711737254
55;0.3019792947039495
56;0.29658654953367947
57;0.2913830234893587
58;0.2863589293755958
59;0.28150514353466455
60;0.27681315055297323
delta = 0
1;0.9999934210120741
2;0.9666050214030856
3;0.9554714966097201
4;0.9498973437494075
5;0.9465494232239046
6;0.9442826875738836
7;0.9426239258737149
8;0.9413378381235062
9;0.9402421729597111
10;0.9391980513352385
11;0.9380042656680384
12;0.936343258951946
13;0.9337046729824834
14;0.9291216869347878
15;0.9212138386889032
16;0.9088225041104774
17;0.8911303198015927
18;0.8682740066422052
19;0.8410488637420084
20;0.811095673643109
21;0.7799449604731518
22;0.7488985822435744
23;0.7188300956171819
24;0.6902782672524107
25;0.6634166991249941
26;0.6383196623145682
27;0.6148899387246854
28;0.5930489230805149
29;0.5726605476102102
30;0.5536033902439744
31;0.5357602389979131
32;0.5190260330615268
33;0.5033035965730008
34;0.4885024788259507
35;0.47454599603112085
36;0.4613648734111546
37;0.44889516245251887
38;0.4370817520659417
39;0.42587415759280917
40;0.415226942841021
41;0.4050991044146304
42;0.39545354400470906
43;0.3862566143071353
44;0.3774777268668435
45;0.36908901219769685
46;0.36106502425189274
47;0.3533824825960375
48;0.3460200468409022
49;0.33895811866420245
50;0.3321786676127047
51;0.3256650773831433
52;0.31940200985195766
53;0.31337528448855984
54;0.3075717711737254
55;0.3019792947039495
56;0.29658654953367947
57;0.2913830234893587
58;0.2863589293755958
59;0.28150514353466455
60;0.27681315055297323
H_1; 1.0
H_2( delta); 0.9784878632891842
H_2(0); 0.9670340276877456
T;entropy delta;entropy delta=0;empiric entropy dela;empiric entropy delta =0
1000;0.9784878632891842;0.9670340276877456;0.9697876131068532;0.9719136322086543;
10000;0.9784878632891842;0.9670340276877456;0.9785761094480123;0.9669714975997614;
20000;0.9784878632891842;0.9670340276877456;0.9781693186671794;0.9659110698457579;
30000;0.9784878632891842;0.9670340276877456;0.9775017264239826;0.9670384626463958;
40000;0.9784878632891842;0.9670340276877456;0.9765672546349917;0.9655484203798848;
50000;0.9784878632891842;0.9670340276877456;0.9800760274371574;0.9659109103450045;
60000;0.9784878632891842;0.9670340276877456;0.9779250831355405;0.9655187848081621;
70000;0.9784878632891842;0.9670340276877456;0.9778772217478895;0.96602713109356;
80000;0.9784878632891842;0.9670340276877456;0.9794579185245889;0.9671180090581305;
90000;0.9784878632891842;0.9670340276877456;0.9788061879665189;0.9673963376137584;
100000;0.9784878632891842;0.9670340276877456;0.978216260238099;0.9674435322989001;
eps;0.35
teta;0.5
delta;0.3
T;100000
delta
1;0.9999831019355503
2;0.9926177594489819
3;0.9900300809799761
4;0.9887351222997084
5;0.9879508962200754
6;0.9874164291866624
7;0.9869866507184367
8;0.9865951848840322
9;0.9861915889638229
10;0.9856605966095364
11;0.9849092621961816
12;0.9836590771799526
13;0.9813785501433107
14;0.9770804758231979
15;0.9684814067225511
16;0.9526423699345333
17;0.9280844419808205
18;0.8963804882893142
19;0.8605288537789505
20;0.823641187409477
21;0.7875888453526558
22;0.7533724466251862
23;0.7213979989648542
24;0.6916946471721405
25;0.6641893236548678
26;0.6387207354001456
27;0.6151046277938375
28;0.5931575238312822
29;0.572714355779946
30;0.553631398366331
31;0.5357770182252298
32;0.5190360361624878
33;0.503308446609861
34;0.4885048325438541
35;0.4745471392769673
36;0.4613648734111546
37;0.44889516245251887
38;0.4370817520659417
39;0.42587415759280917
40;0.415226942841021
41;0.4050991044146304
42;0.39545354400470906
43;0.3862566143071353
44;0.3774777268668435
45;0.36908901219769685
46;0.36106502425189274
47;0.3533824825960375
48;0.3460200468409022
49;0.33895811866420245
50;0.3321786676127047
51;0.3256650773831433
52;0.31940200985195766
53;0.31337528448855984
54;0.3075717711737254
55;0.3019792947039495
56;0.29658654953367947
57;0.2913830234893587
58;0.2863589293755958
59;0.28150514353466455
60;0.27681315055297323
delta = 0
1;0.9999989955954794
2;0.9668373711099909
3;0.9557791620727203
4;0.9502377579679671
5;0.9468937769454125
6;0.9446396634180344
7;0.9429900855959877
8;0.9417049821016165
9;0.940588539241398
10;0.9395075507911903
11;0.9382564948518012
12;0.936555037951727
13;0.9339614645993115
14;0.9294820660906306
15;0.9217543912534125
16;0.9093334324308441
17;0.8916029067678077
18;0.8684120820450999
19;0.8409863224632828
20;0.8109682502091745
21;0.7797590122246092
22;0.7487079182676559
