eps;0.3; delta;1.0;AssimptEntropy3;1.1698881763294366;AssimptEntropy4;1.4603672267331738;RealEntropy3;1.1666666666666667;RealEntropy4;1.0
eps;0.3; delta;0.8;AssimptEntropy3;1.120082660960975;AssimptEntropy4;1.350487416271143;RealEntropy3;1.1310561281945632;RealEntropy4;0.7813669027809662
eps;0.3; delta;0.6;AssimptEntropy3;1.0702771455925133;AssimptEntropy4;1.240607605809112;RealEntropy3;1.0616475867917756;RealEntropy4;0.8098718983552017
eps;0.3; delta;0.5;AssimptEntropy3;1.0453743879082824;AssimptEntropy4;1.1856677005780967;RealEntropy3;1.0307702240878591;RealEntropy4;0.8569204882906971
eps;0.3; delta;0.3;AssimptEntropy3;0.9955688725398208;AssimptEntropy4;1.0757878901160658;RealEntropy3;0.9839025965824163;RealEntropy4;0.9312662034469733
eps;0.3; delta;0.1;AssimptEntropy3;0.9457633571713592;AssimptEntropy4;0.9659080796540349;RealEntropy3;0.9468485862054566;RealEntropy4;0.9359668065581337
eps;0.3; delta;0.05;AssimptEntropy3;0.933311978329244;AssimptEntropy4;0.9384381270385271;RealEntropy3;0.935271659132614;RealEntropy4;0.9254279226002551
eps;0.3; delta;0.01;AssimptEntropy3;0.9233508752555516;AssimptEntropy4;0.916462164946121;RealEntropy3;0.9240361152292792;RealEntropy4;0.9141426834460668
eps;0.3; delta;0.0;AssimptEntropy3;0.9208605994871285;AssimptEntropy4;0.9109681744230195;RealEntropy3;0.9208605994871283;RealEntropy4;0.9109681744230196
eps;0.1; delta;1.0;AssimptEntropy3;2.028848787772442;AssimptEntropy4;3.1317508216043315;RealEntropy3;1.1666666666666667;RealEntropy4;1.0
eps;0.1; delta;0.8;AssimptEntropy3;1.7522784426965243;AssimptEntropy4;2.625749996321858;RealEntropy3;1.136342407208789;RealEntropy4;0.7821571369103416
eps;0.1; delta;0.6;AssimptEntropy3;1.4757080976206067;AssimptEntropy4;2.119749171039383;RealEntropy3;1.0692807167904557;RealEntropy4;0.8013980988940524
eps;0.1; delta;0.5;AssimptEntropy3;1.337422925082648;AssimptEntropy4;1.8667487583981464;RealEntropy3;1.029459397261659;RealEntropy4;0.8346651083701169
eps;0.1; delta;0.3;AssimptEntropy3;1.0608525800067306;AssimptEntropy4;1.3607479331156722;RealEntropy3;0.9292241550593405;RealEntropy4;0.853262106093426
eps;0.1; delta;0.1;AssimptEntropy3;0.7842822349308128;AssimptEntropy4;0.8547471078331981;RealEntropy3;0.7740896258599287;RealEntropy4;0.7385744952909017
eps;0.1; delta;0.05;AssimptEntropy3;0.7151396486618334;AssimptEntropy4;0.7282469015125795;RealEntropy3;0.7176810165567876;RealEntropy4;0.6798839739234424
eps;0.1; delta;0.01;AssimptEntropy3;0.65982557964665;AssimptEntropy4;0.6270467364560847;RealEntropy3;0.6622103355055226;RealEntropy4;0.6196223697867711
eps;0.1; delta;0.0;AssimptEntropy3;0.6459970623928541;AssimptEntropy4;0.601746695191961;RealEntropy3;0.6459970623928543;RealEntropy4;0.6017466951919608
